date,year,admin1,market,category,commodity,unit,price,currency
2024-08-15,2024,Sagaing,Kale,vegetables and fruits,Onions (local),KG,2448.0,MMK
2024-08-15,2024,Sagaing,Tamu Municipal,pulses and nuts,Pulses,KG,5618.0,MMK
2024-08-15,2024,Shan (North),Lashio Market,"meat, fish and eggs",Eggs (local),10 pcs,5000.0,MMK
2024-08-15,2024,Shan (North),Lashio Market,oil and fats,Oil (palm),L,15300.0,MMK
2024-08-15,2024,Shan (North),Lashio Market,pulses and nuts,Pulses,KG,10215.0,MMK
2024-08-15,2024,Shan (North),Lashio Market,vegetables and fruits,Onions (local),KG,3060.0,MMK
2024-08-15,2024,Shan (North),Lashio Market,vegetables and fruits,Tomatoes (local),KG,3060.0,MMK
2024-08-15,2024,Shan (North),Kutkai,cereals and tubers,Rice (low quality),KG,4464.0,MMK
2024-08-15,2024,Shan (North),Kutkai,vegetables and fruits,Tomatoes (local),KG,2448.0,MMK
2024-08-15,2024,Shan (North),Mong See,cereals and tubers,Rice (low quality),KG,4699.0,MMK
2024-08-15,2024,Shan (North),Mong See,"meat, fish and eggs",Eggs (local),10 pcs,6000.0,MMK
2024-08-15,2024,Shan (North),Mong See,oil and fats,Oil (palm),L,12240.0,MMK
2024-08-15,2024,Shan (North),Mong See,pulses and nuts,Pulses,KG,12257.0,MMK
2024-08-15,2024,Shan (North),Mong See,vegetables and fruits,Onions (local),KG,4896.0,MMK
2024-08-15,2024,Shan (North),Namhkam Market,miscellaneous food,Salt,KG,2448.0,MMK
2024-08-15,2024,Shan (North),Namhkam Market,oil and fats,Oil (palm),L,9180.0,MMK
2024-08-15,2024,Shan (North),Namhkam Market,pulses and nuts,Pulses,KG,10215.0,MMK
2024-08-15,2024,Shan (North),Namhkam Market,vegetables and fruits,Onions (local),KG,8568.0,MMK
2024-08-15,2024,Shan (North),Namphatkhar,miscellaneous food,Salt,KG,2142.0,MMK
2024-08-15,2024,Shan (North),Namphatkhar,oil and fats,Oil (palm),L,9792.0,MMK
2024-08-15,2024,Shan (North),Namphatkhar,pulses and nuts,Pulses,KG,12257.0,MMK
2024-08-15,2024,Shan (North),Namphatkhar,vegetables and fruits,Onions (local),KG,4896.0,MMK
2024-08-15,2024,Shan (South),Bi Kin,cereals and tubers,Rice (low quality),KG,1880.0,MMK
2024-08-15,2024,Shan (South),Bi Kin,miscellaneous food,Salt,KG,500.0,MMK
2024-08-15,2024,Shan (South),Bi Kin,oil and fats,Oil (palm),L,11016.0,MMK
2024-08-15,2024,Shan (South),Bi Kin,pulses and nuts,Pulses,KG,6120.0,MMK
2024-08-15,2024,Shan (South),Bi Kin,vegetables and fruits,Tomatoes (local),KG,1530.0,MMK
2024-08-15,2024,Shan (South),Butar,cereals and tubers,Rice (low quality),KG,2585.0,MMK
2024-08-15,2024,Shan (South),Butar,"meat, fish and eggs",Eggs (local),10 pcs,3250.0,MMK
2024-08-15,2024,Shan (South),Butar,miscellaneous food,Salt,KG,734.0,MMK
2024-08-15,2024,Shan (South),Butar,pulses and nuts,Pulses,KG,4896.0,MMK
2024-08-15,2024,Shan (South),Butar,vegetables and fruits,Onions (local),KG,1836.0,MMK
2024-08-15,2024,Shan (South),Butar,vegetables and fruits,Tomatoes (local),KG,1530.0,MMK
2024-08-15,2024,Shan (South),KalawMyoma,cereals and tubers,Rice (low quality),KG,2538.0,MMK
2024-08-15,2024,Shan (South),KalawMyoma,"meat, fish and eggs",Eggs (local),10 pcs,3250.0,MMK
2024-08-15,2024,Shan (South),KalawMyoma,pulses and nuts,Pulses,KG,4794.0,MMK
2024-08-15,2024,Shan (South),KalawMyoma,vegetables and fruits,Onions (local),KG,1469.0,MMK
2024-08-15,2024,Shan (South),KalawMyoma,vegetables and fruits,Tomatoes (local),KG,918.0,MMK
2024-08-15,2024,Shan (South),NyaungshweMyoma,cereals and tubers,Rice (low quality),KG,2232.0,MMK
2024-08-15,2024,Shan (South),NyaungshweMyoma,"meat, fish and eggs",Eggs (local),10 pcs,3500.0,MMK
2024-08-15,2024,Shan (South),NyaungshweMyoma,miscellaneous food,Salt,KG,673.0,MMK
2024-08-15,2024,Shan (South),NyaungshweMyoma,oil and fats,Oil (palm),L,11016.0,MMK
2024-08-15,2024,Shan (South),NyaungshweMyoma,pulses and nuts,Pulses,KG,4590.0,MMK
2024-08-15,2024,Shan (South),NyaungshweMyoma,vegetables and fruits,Onions (local),KG,1561.0,MMK
2024-08-15,2024,Shan (South),Taunggyi,cereals and tubers,Rice (low quality),KG,2350.0,MMK
2024-08-15,2024,Shan (South),Taunggyi,"meat, fish and eggs",Eggs (local),10 pcs,3833.0,MMK
2024-08-15,2024,Shan (South),Taunggyi,miscellaneous food,Salt,KG,517.0,MMK
2024-08-15,2024,Shan (South),Taunggyi,pulses and nuts,Pulses,KG,4496.0,MMK
2024-08-15,2024,Shan (South),Taunggyi,vegetables and fruits,Onions (local),KG,1836.0,MMK
2024-08-15,2024,Tanintharyi,Thayetchaung,miscellaneous food,Salt,KG,428.0,MMK
2024-08-15,2024,Tanintharyi,Thayetchaung,pulses and nuts,Pulses,KG,4743.0,MMK
2024-08-15,2024,Tanintharyi,Thayetchaung,vegetables and fruits,Onions (local),KG,1652.0,MMK
2024-08-15,2024,Tanintharyi,Yebyu Market,cereals and tubers,Rice (low quality),KG,2115.0,MMK
2024-08-15,2024,Tanintharyi,Yebyu Market,"meat, fish and eggs",Eggs (local),10 pcs,3800.0,MMK
2024-08-15,2024,Tanintharyi,Yebyu Market,pulses and nuts,Pulses,KG,4804.0,MMK
2024-08-15,2024,Tanintharyi,Yebyu Market,vegetables and fruits,Onions (local),KG,1698.0,MMK
2024-08-15,2024,Tanintharyi,Bokpyin,"meat, fish and eggs",Eggs (local),10 pcs,4000.0,MMK
2024-08-15,2024,Tanintharyi,Bokpyin,oil and fats,Oil (palm),L,7956.0,MMK
2024-08-15,2024,Tanintharyi,Bokpyin,pulses and nuts,Pulses,KG,4896.0,MMK
2024-08-15,2024,Tanintharyi,Bokpyin,vegetables and fruits,Onions (local),KG,1836.0,MMK
2024-08-15,2024,Tanintharyi,Tanintharyi,cereals and tubers,Rice (low quality),KG,1997.0,MMK
2024-08-15,2024,Tanintharyi,Tanintharyi,"meat, fish and eggs",Eggs (local),10 pcs,4200.0,MMK
2024-08-15,2024,Tanintharyi,Tanintharyi,pulses and nuts,Pulses,KG,4590.0,MMK
2024-08-15,2024,Tanintharyi,Tanintharyi,vegetables and fruits,Onions (local),KG,1897.0,MMK
2024-08-15,2024,Yangon,Ngazalgwae,cereals and tubers,Rice (low quality),KG,2130.0,MMK
2024-08-15,2024,Yangon,Ngazalgwae,miscellaneous food,Salt,KG,449.0,MMK
2024-08-15,2024,Yangon,Ngazalgwae,vegetables and fruits,Onions (local),KG,1652.0,MMK
2024-08-15,2024,Yangon,Ngazalgwae,vegetables and fruits,Tomatoes (local),KG,1836.0,MMK
2024-08-15,2024,Yangon,Zamyinzwel,"meat, fish and eggs",Eggs (local),10 pcs,4000.0,MMK
2024-08-15,2024,Yangon,Zamyinzwel,miscellaneous food,Salt,KG,408.0,MMK
2024-08-15,2024,Yangon,Zamyinzwel,oil and fats,Oil (palm),L,3978.0,MMK
2024-08-15,2024,Yangon,Zamyinzwel,pulses and nuts,Pulses,KG,4366.0,MMK
2024-08-15,2024,Yangon,Zamyinzwel,vegetables and fruits,Onions (local),KG,1795.0,MMK
2024-08-15,2024,Yangon,Zamyinzwel,vegetables and fruits,Tomatoes (local),KG,1836.0,MMK
2024-08-15,2024,Yangon,Meegwet,cereals and tubers,Rice (low quality),KG,2068.0,MMK
2024-08-15,2024,Yangon,Meegwet,"meat, fish and eggs",Eggs (local),10 pcs,4000.0,MMK
2024-08-15,2024,Yangon,Meegwet,miscellaneous food,Salt,KG,530.0,MMK
2024-08-15,2024,Yangon,Meegwet,vegetables and fruits,Onions (local),KG,1795.0,MMK
2024-08-15,2024,Yangon,YwarMa,cereals and tubers,Rice (low quality),KG,1911.0,MMK
2024-08-15,2024,Yangon,YwarMa,"meat, fish and eggs",Eggs (local),10 pcs,4000.0,MMK
2024-08-15,2024,Yangon,YwarMa,miscellaneous food,Salt,KG,490.0,MMK
2024-08-15,2024,Yangon,YwarMa,vegetables and fruits,Tomatoes (local),KG,1989.0,MMK
2024-09-15,2024,Chin,Falam,cereals and tubers,Rice (low quality),KG,3195.0,MMK
2024-09-15,2024,Chin,Falam,"meat, fish and eggs",Eggs (local),10 pcs,5000.0,MMK
2024-09-15,2024,Chin,Falam,miscellaneous food,Salt,KG,1300.0,MMK
2024-09-15,2024,Chin,Falam,oil and fats,Oil (palm),L,9792.0,MMK
2024-09-15,2024,Chin,Falam,pulses and nuts,Pulses,KG,7344.0,MMK
2024-09-15,2024,Chin,Falam,vegetables and fruits,Onions (local),KG,4284.0,MMK
2024-09-15,2024,Chin,Falam,vegetables and fruits,Tomatoes (local),KG,4896.0,MMK
2024-09-15,2024,Chin,Webula,cereals and tubers,Rice (low quality),KG,3195.0,MMK
2024-09-15,2024,Chin,Webula,"meat, fish and eggs",Eggs (local),10 pcs,5000.0,MMK
2024-09-15,2024,Chin,Webula,oil and fats,Oil (palm),L,10404.0,MMK
2024-09-15,2024,Chin,Webula,pulses and nuts,Pulses,KG,7956.0,MMK
2024-09-15,2024,Chin,Webula,vegetables and fruits,Onions (local),KG,3672.0,MMK
2024-09-15,2024,Chin,Webula,vegetables and fruits,Tomatoes (local),KG,4284.0,MMK
2024-09-15,2024,Chin,Hnaring,cereals and tubers,Rice (low quality),KG,3524.0,MMK
2024-09-15,2024,Chin,Hnaring,miscellaneous food,Salt,KG,2500.0,MMK
2024-09-15,2024,Chin,Hnaring,pulses and nuts,Pulses,KG,10129.0,MMK
2024-09-15,2024,Chin,Hnaring,vegetables and fruits,Onions (local),KG,6120.0,MMK
2024-09-15,2024,Chin,Hnaring,vegetables and fruits,Tomatoes (local),KG,9180.0,MMK
2024-09-15,2024,Chin,Paletwa Myoma Market,cereals and tubers,Rice (low quality),KG,1504.0,MMK
2024-09-15,2024,Chin,Paletwa Myoma Market,"meat, fish and eggs",Eggs (local),10 pcs,10000.0,MMK
2024-09-15,2024,Chin,Paletwa Myoma Market,oil and fats,Oil (palm),L,12000.0,MMK
2024-09-15,2024,Chin,Paletwa Myoma Market,pulses and nuts,Pulses,KG,14300.0,MMK
2024-09-15,2024,Chin,Paletwa Myoma Market,vegetables and fruits,Onions (local),KG,15300.0,MMK
2024-09-15,2024,Chin,Razua,cereals and tubers,Rice (low quality),KG,2702.0,MMK
2024-09-15,2024,Chin,Razua,"meat, fish and eggs",Eggs (local),10 pcs,8000.0,MMK
2024-09-15,2024,Chin,Razua,miscellaneous food,Salt,KG,1000.0,MMK
2024-09-15,2024,Chin,Razua,vegetables and fruits,Onions (local),KG,4743.0,MMK
2024-09-15,2024,Chin,Razua,vegetables and fruits,Tomatoes (local),KG,6120.0,MMK
2024-09-15,2024,Chin,Samee,cereals and tubers,Rice (low quality),KG,1469.0,MMK
2024-09-15,2024,Chin,Samee,"meat, fish and eggs",Eggs (local),10 pcs,16667.0,MMK
2024-09-15,2024,Chin,Samee,miscellaneous food,Salt,KG,1224.0,MMK
2024-09-15,2024,Chin,Samee,pulses and nuts,Pulses,KG,15300.0,MMK
2024-09-15,2024,Chin,Samee,vegetables and fruits,Onions (local),KG,19380.0,MMK
2024-09-15,2024,Chin,Samee,vegetables and fruits,Tomatoes (local),KG,2754.0,MMK
2024-09-15,2024,Kachin,Bhamo Market,cereals and tubers,Rice (low quality),KG,2491.0,MMK
2024-09-15,2024,Kachin,Bhamo Market-2,cereals and tubers,Rice (low quality),KG,2538.0,MMK
2024-09-15,2024,Kachin,Bhamo Market-2,miscellaneous food,Salt,KG,2448.0,MMK
2024-09-15,2024,Kachin,Bhamo Market-2,pulses and nuts,Pulses,KG,9792.0,MMK
2024-09-15,2024,Kachin,Bhamo Market-2,vegetables and fruits,Onions (local),KG,8568.0,MMK
2024-09-15,2024,Kachin,Bhamo Market-2,vegetables and fruits,Tomatoes (local),KG,4896.0,MMK
2024-09-15,2024,Kachin,Loijie,"meat, fish and eggs",Eggs (local),10 pcs,5000.0,MMK
2024-09-15,2024,Kachin,Loijie,miscellaneous food,Salt,KG,3060.0,MMK
2024-09-15,2024,Kachin,Loijie,pulses and nuts,Pulses,KG,9180.0,MMK
2024-09-15,2024,Kachin,Loijie,vegetables and fruits,Onions (local),KG,9180.0,MMK
2024-09-15,2024,Kachin,Loijie,vegetables and fruits,Tomatoes (local),KG,6120.0,MMK
2024-09-15,2024,Kachin,Man Wein Gyi,cereals and tubers,Rice (low quality),KG,4229.0,MMK
2024-09-15,2024,Kachin,Man Wein Gyi,"meat, fish and eggs",Eggs (local),10 pcs,5500.0,MMK
2024-09-15,2024,Kachin,Man Wein Gyi,oil and fats,Oil (palm),L,8568.0,MMK
2024-09-15,2024,Kachin,Man Wein Gyi,vegetables and fruits,Onions (local),KG,3672.0,MMK
2024-09-15,2024,Kachin,Man Wein Gyi,vegetables and fruits,Tomatoes (local),KG,3978.0,MMK
2024-09-15,2024,Kachin,Chipwi,cereals and tubers,Rice (low quality),KG,3055.0,MMK
2024-09-15,2024,Kachin,Chipwi,"meat, fish and eggs",Eggs (local),10 pcs,7000.0,MMK
2024-09-15,2024,Kachin,Chipwi,miscellaneous food,Salt,KG,1666.0,MMK
2024-09-15,2024,Kachin,Chipwi,pulses and nuts,Pulses,KG,12240.0,MMK
2024-09-15,2024,Kachin,Chipwi,vegetables and fruits,Onions (local),KG,6120.0,MMK
2024-09-15,2024,Kachin,Du Kahtawng,cereals and tubers,Rice (low quality),KG,2115.0,MMK
2024-09-15,2024,Kachin,Du Kahtawng,pulses and nuts,Pulses,KG,10404.0,MMK
2024-09-15,2024,Kachin,Jan Mai Kaung,"meat, fish and eggs",Eggs (local),10 pcs,10000.0,MMK
2024-09-15,2024,Kachin,Jan Mai Kaung,miscellaneous food,Salt,KG,3672.0,MMK
2024-09-15,2024,Kachin,Jan Mai Kaung,oil and fats,Oil (palm),L,18360.0,MMK
2024-09-15,2024,Kachin,Myitkyina Myoma Market,miscellaneous food,Salt,KG,2876.0,MMK
2024-09-15,2024,Kachin,Myitkyina Myoma Market,pulses and nuts,Pulses,KG,8874.0,MMK
2024-09-15,2024,Kachin,Myitkyina Myoma Market,vegetables and fruits,Onions (local),KG,5202.0,MMK
2024-09-15,2024,Kachin,Njang Dung,cereals and tubers,Rice (low quality),KG,2185.0,MMK
2024-09-15,2024,Kachin,Njang Dung,"meat, fish and eggs",Eggs (local),10 pcs,9000.0,MMK
2024-09-15,2024,Kachin,Njang Dung,oil and fats,Oil (palm),L,15300.0,MMK
2024-09-15,2024,Kachin,Njang Dung,pulses and nuts,Pulses,KG,8262.0,MMK
2024-09-15,2024,Kachin,Njang Dung,vegetables and fruits,Tomatoes (local),KG,9792.0,MMK
2024-09-15,2024,Kachin,Palana,cereals and tubers,Rice (low quality),KG,2115.0,MMK
2024-09-15,2024,Kachin,Palana,miscellaneous food,Salt,KG,2938.0,MMK
2024-09-15,2024,Kachin,Palana,pulses and nuts,Pulses,KG,7344.0,MMK
2024-09-15,2024,Kachin,Palana,vegetables and fruits,Onions (local),KG,6732.0,MMK
2024-09-15,2024,Kachin,Sadung,cereals and tubers,Rice (low quality),KG,3055.0,MMK
2024-09-15,2024,Kachin,Sadung,"meat, fish and eggs",Eggs (local),10 pcs,7000.0,MMK
2024-09-15,2024,Kachin,Sadung,pulses and nuts,Pulses,KG,12240.0,MMK
2024-09-15,2024,Kachin,Sadung,vegetables and fruits,Onions (local),KG,7344.0,MMK
2024-09-15,2024,Kachin,Tanai Market,cereals and tubers,Rice (low quality),KG,3720.0,MMK
2024-09-15,2024,Kachin,Tanai Market,miscellaneous food,Salt,KG,4896.0,MMK
2024-09-15,2024,Kachin,Waingmaw Myoma Market,cereals and tubers,Rice (low quality),KG,1880.0,MMK
2024-09-15,2024,Kachin,Waingmaw Myoma Market,miscellaneous food,Salt,KG,2448.0,MMK
2024-09-15,2024,Kachin,Waingmaw Myoma Market,pulses and nuts,Pulses,KG,9803.0,MMK
2024-09-15,2024,Kachin,Waingmaw Myoma Market,vegetables and fruits,Tomatoes (local),KG,10404.0,MMK
2024-09-15,2024,Kachin,Ziun,"meat, fish and eggs",Eggs (local),10 pcs,10000.0,MMK
2024-09-15,2024,Kachin,Ziun,miscellaneous food,Salt,KG,3672.0,MMK
2024-09-15,2024,Kachin,Puta-O Myoma,miscellaneous food,Salt,KG,5967.0,MMK
2024-09-15,2024,Kachin,Puta-O Myoma,pulses and nuts,Pulses,KG,16343.0,MMK
2024-09-15,2024,Kayah,Demoso Myoma,cereals and tubers,Rice (low quality),KG,1859.0,MMK
2024-09-15,2024,Kayah,Demoso Myoma,"meat, fish and eggs",Eggs (local),10 pcs,4500.0,MMK
2024-09-15,2024,Kayah,Demoso Myoma,pulses and nuts,Pulses,KG,5508.0,MMK
2024-09-15,2024,Kayah,Demoso Myoma,vegetables and fruits,Onions (local),KG,2081.0,MMK
2024-09-15,2024,Kayin,Hlaing Bwe Myo Ma market,cereals and tubers,Rice (low quality),KG,2608.0,MMK
2024-09-15,2024,Kayin,Hlaing Bwe Myo Ma market,"meat, fish and eggs",Eggs (local),10 pcs,4250.0,MMK
2024-09-15,2024,Kayin,Hlaing Bwe Myo Ma market,miscellaneous food,Salt,KG,352.0,MMK
2024-09-15,2024,Kayin,Hlaing Bwe Myo Ma market,oil and fats,Oil (palm),L,7956.0,MMK
2024-09-15,2024,Kayin,Hlaing Bwe Myo Ma market,pulses and nuts,Pulses,KG,4743.0,MMK
2024-09-15,2024,Kayin,Hlaing Bwe Myo Ma market,vegetables and fruits,Tomatoes (local),KG,3060.0,MMK
2024-09-15,2024,Kayin,Thiri Market,miscellaneous food,Salt,KG,734.0,MMK
2024-09-15,2024,Kayin,Thiri Market,vegetables and fruits,Onions (local),KG,1836.0,MMK
2024-09-15,2024,Kayin,Yae Baw Market,"meat, fish and eggs",Eggs (local),10 pcs,3500.0,MMK
2024-09-15,2024,Kayin,Yae Baw Market,miscellaneous food,Salt,KG,734.0,MMK
2024-09-15,2024,Kayin,Yae Baw Market,pulses and nuts,Pulses,KG,4896.0,MMK
2024-09-15,2024,Kayin,Yae Baw Market,vegetables and fruits,Onions (local),KG,1836.0,MMK
2024-09-15,2024,Kayin,Yae Baw Market,vegetables and fruits,Tomatoes (local),KG,1530.0,MMK
2024-09-15,2024,Magway,Gangaw,cereals and tubers,Rice (low quality),KG,3166.0,MMK
2024-09-15,2024,Magway,Gangaw,"meat, fish and eggs",Eggs (local),10 pcs,8000.0,MMK
2024-09-15,2024,Magway,Gangaw,pulses and nuts,Pulses,KG,6639.0,MMK
2024-09-15,2024,Magway,Gangaw,vegetables and fruits,Onions (local),KG,3519.0,MMK
2024-09-15,2024,Magway,Gangaw,vegetables and fruits,Tomatoes (local),KG,7038.0,MMK
2024-09-15,2024,Magway,Kanthar,"meat, fish and eggs",Eggs (local),10 pcs,3800.0,MMK
2024-09-15,2024,Magway,Kanthar,miscellaneous food,Salt,KG,734.0,MMK
2024-09-15,2024,Magway,Kanthar,pulses and nuts,Pulses,KG,4835.0,MMK
2024-09-15,2024,Magway,Kanthar,vegetables and fruits,Onions (local),KG,1714.0,MMK
2024-09-15,2024,Magway,Kanthar,vegetables and fruits,Tomatoes (local),KG,1224.0,MMK
2024-09-15,2024,Magway,Natmauk Myoma Market,cereals and tubers,Rice (low quality),KG,2005.0,MMK
2024-09-15,2024,Magway,Natmauk Myoma Market,"meat, fish and eggs",Eggs (local),10 pcs,3733.0,MMK
2024-09-15,2024,Magway,Natmauk Myoma Market,pulses and nuts,Pulses,KG,4597.0,MMK
2024-09-15,2024,Magway,Natmauk Myoma Market,vegetables and fruits,Onions (local),KG,1530.0,MMK
2024-09-15,2024,Magway,Natmauk Myoma Market,vegetables and fruits,Tomatoes (local),KG,1224.0,MMK
2024-09-15,2024,Magway,Minbu Myo Ma Market,"meat, fish and eggs",Eggs (local),10 pcs,3800.0,MMK
2024-09-15,2024,Magway,Minbu Myo Ma Market,vegetables and fruits,Onions (local),KG,1714.0,MMK
2024-09-15,2024,Magway,Minbu Myo Ma Market,vegetables and fruits,Tomatoes (local),KG,1224.0,MMK
2024-09-15,2024,Magway,Salin Myoma,miscellaneous food,Salt,KG,367.0,MMK
2024-09-15,2024,Magway,Salin Myoma,pulses and nuts,Pulses,KG,4767.0,MMK
2024-09-15,2024,Magway,Salin Myoma,vegetables and fruits,Tomatoes (local),KG,1387.0,MMK
2024-09-15,2024,Magway,Pakokku Myo Ma Market,cereals and tubers,Rice (low quality),KG,2099.0,MMK
2024-09-15,2024,Magway,Pakokku Myo Ma Market,pulses and nuts,Pulses,KG,4450.0,MMK
2024-09-15,2024,Magway,Pakokku Myo Ma Market,vegetables and fruits,Tomatoes (local),KG,1530.0,MMK
2024-09-15,2024,Mandalay,Mingalar,"meat, fish and eggs",Eggs (local),10 pcs,3500.0,MMK
2024-09-15,2024,Mandalay,Mingalar,miscellaneous food,Salt,KG,694.0,MMK
2024-09-15,2024,Mandalay,Mingalar,vegetables and fruits,Onions (local),KG,1530.0,MMK
2024-09-15,2024,Mandalay,MyoHaung,cereals and tubers,Rice (low quality),KG,2130.0,MMK
2024-09-15,2024,Mandalay,MyoHaung,miscellaneous food,Salt,KG,694.0,MMK
2024-09-15,2024,Mandalay,MyoHaung,oil and fats,Oil (palm),L,7956.0,MMK
2024-09-15,2024,Mandalay,MyoHaung,pulses and nuts,Pulses,KG,4896.0,MMK
2024-09-15,2024,Mandalay,MyoHaung,vegetables and fruits,Onions (local),KG,1469.0,MMK
2024-09-15,2024,Mandalay,MyoHaung,vegetables and fruits,Tomatoes (local),KG,1224.0,MMK
2024-09-15,2024,Mandalay,Nyaungpin,"meat, fish and eggs",Eggs (local),10 pcs,3500.0,MMK
2024-09-15,2024,Mandalay,Nyaungpin,miscellaneous food,Salt,KG,612.0,MMK
2024-09-15,2024,Mandalay,Nyaungpin,oil and fats,Oil (palm),L,7344.0,MMK
2024-09-15,2024,Mandalay,Nyaungpin,pulses and nuts,Pulses,KG,4794.0,MMK
2024-09-15,2024,Mandalay,Nyaungpin,vegetables and fruits,Onions (local),KG,1530.0,MMK
2024-09-15,2024,Mandalay,YaeNiMyaung,cereals and tubers,Rice (low quality),KG,1911.0,MMK
2024-09-15,2024,Mandalay,YaeNiMyaung,"meat, fish and eggs",Eggs (local),10 pcs,3667.0,MMK
2024-09-15,2024,Mandalay,YaeNiMyaung,miscellaneous food,Salt,KG,714.0,MMK
2024-09-15,2024,Mandalay,YaeNiMyaung,oil and fats,Oil (palm),L,7752.0,MMK
2024-09-15,2024,Mandalay,YaeNiMyaung,pulses and nuts,Pulses,KG,4855.0,MMK
2024-09-15,2024,Mandalay,YaeNiMyaung,vegetables and fruits,Onions (local),KG,1734.0,MMK
2024-09-15,2024,Mandalay,YaeNiMyaung,vegetables and fruits,Tomatoes (local),KG,1632.0,MMK
2024-09-15,2024,Mandalay,BoneSin,miscellaneous food,Salt,KG,367.0,MMK
2024-09-15,2024,Mandalay,BoneSin,oil and fats,Oil (palm),L,7956.0,MMK
2024-09-15,2024,Mandalay,BoneSin,pulses and nuts,Pulses,KG,3830.0,MMK
2024-09-15,2024,Mandalay,ManiSithu,cereals and tubers,Rice (low quality),KG,3055.0,MMK
2024-09-15,2024,Mandalay,ManiSithu,oil and fats,Oil (palm),L,7956.0,MMK
2024-09-15,2024,Mandalay,ManiSithu,pulses and nuts,Pulses,KG,3830.0,MMK
2024-09-15,2024,Mandalay,ManiSithu,vegetables and fruits,Onions (local),KG,1530.0,MMK
2024-09-15,2024,Mandalay,ManiSithu,vegetables and fruits,Tomatoes (local),KG,1836.0,MMK
2024-09-15,2024,Mon,Mya Thida,"meat, fish and eggs",Eggs (local),10 pcs,4500.0,MMK
2024-09-15,2024,Mon,Mya Thida,miscellaneous food,Salt,KG,734.0,MMK
2024-09-15,2024,Mon,Mya Thida,pulses and nuts,Pulses,KG,4896.0,MMK
2024-09-15,2024,Mon,Thiri Myaing,cereals and tubers,Rice (low quality),KG,2397.0,MMK
2024-09-15,2024,Mon,Thiri Myaing,"meat, fish and eggs",Eggs (local),10 pcs,5000.0,MMK
2024-09-15,2024,Mon,Thiri Myaing,miscellaneous food,Salt,KG,1224.0,MMK
2024-09-15,2024,Mon,Thiri Myaing,pulses and nuts,Pulses,KG,4896.0,MMK
2024-09-15,2024,Mon,Thiri Myaing,vegetables and fruits,Onions (local),KG,2448.0,MMK
2024-09-15,2024,Mon,Zay Cho,pulses and nuts,Pulses,KG,4590.0,MMK
2024-09-15,2024,Mon,Zay Cho,vegetables and fruits,Onions (local),KG,1714.0,MMK
2024-09-15,2024,Mon,Bilin Myo Ma Market,cereals and tubers,Rice (low quality),KG,2350.0,MMK
2024-09-15,2024,Mon,Bilin Myo Ma Market,miscellaneous food,Salt,KG,428.0,MMK
2024-09-15,2024,Mon,Bilin Myo Ma Market,pulses and nuts,Pulses,KG,5202.0,MMK
2024-09-15,2024,Mon,Bilin Myo Ma Market,vegetables and fruits,Onions (local),KG,2050.0,MMK
2024-09-15,2024,Mon,Taung Sun,miscellaneous food,Salt,KG,367.0,MMK
2024-09-15,2024,Mon,Taung Sun,pulses and nuts,Pulses,KG,4651.0,MMK
2024-09-15,2024,Rakhine,AnnMyoThit,"meat, fish and eggs",Eggs (local),10 pcs,7000.0,MMK
2024-09-15,2024,Rakhine,AnnMyoThit,miscellaneous food,Salt,KG,1224.0,MMK
2024-09-15,2024,Rakhine,AnnMyoThit,vegetables and fruits,Onions (local),KG,2448.0,MMK
2024-09-15,2024,Rakhine,Kyauk Ta Lone,cereals and tubers,Rice (low quality),KG,2350.0,MMK
2024-09-15,2024,Rakhine,Kyauk Ta Lone,"meat, fish and eggs",Eggs (local),10 pcs,11000.0,MMK
2024-09-15,2024,Rakhine,Kyauk Ta Lone,miscellaneous food,Salt,KG,612.0,MMK
2024-09-15,2024,Rakhine,Kyauk Ta Lone,pulses and nuts,Pulses,KG,8568.0,MMK
2024-09-15,2024,Rakhine,Kyauk Ta Lone,vegetables and fruits,Onions (local),KG,9792.0,MMK
2024-09-15,2024,Rakhine,Rammawatty Myoma,cereals and tubers,Rice (low quality),KG,2350.0,MMK
2024-09-15,2024,Rakhine,Rammawatty Myoma,"meat, fish and eggs",Eggs (local),10 pcs,10000.0,MMK
2024-09-15,2024,Rakhine,Rammawatty Myoma,miscellaneous food,Salt,KG,918.0,MMK
2024-09-15,2024,Rakhine,Rammawatty Myoma,oil and fats,Oil (palm),L,27300.0,MMK
2024-09-15,2024,Rakhine,Rammawatty Myoma,pulses and nuts,Pulses,KG,13770.0,MMK
2024-09-15,2024,Rakhine,Rammawatty Myoma,vegetables and fruits,Onions (local),KG,11016.0,MMK
2024-09-15,2024,Rakhine,Hpon Nyo Leik,cereals and tubers,Rice (low quality),KG,1817.0,MMK
2024-09-15,2024,Rakhine,Hpon Nyo Leik,miscellaneous food,Salt,KG,3250.0,MMK
2024-09-15,2024,Rakhine,Hpon Nyo Leik,vegetables and fruits,Onions (local),KG,14000.0,MMK
2024-09-15,2024,Rakhine,Kyauk Hlay Kar,cereals and tubers,Rice (low quality),KG,2733.0,MMK
2024-09-15,2024,Rakhine,Kyauk Hlay Kar,vegetables and fruits,Onions (local),KG,12500.0,MMK
2024-09-15,2024,Rakhine,Ahpauk Wa,cereals and tubers,Rice (low quality),KG,1300.0,MMK
2024-09-15,2024,Rakhine,Ahpauk Wa,"meat, fish and eggs",Eggs (local),10 pcs,10000.0,MMK
2024-09-15,2024,Rakhine,Khaung Doke,cereals and tubers,Rice (low quality),KG,1400.0,MMK
